id,text,idx,location,press,Timestamp,label,cause,effect,iob2,maj_label
112,Aid stalemate leaves Zelensky with little to show from US trip - BBC News,798,Ukraine,BBC,2023/12/13,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
112,Aid stalemate leaves Zelensky with little to show from US trip - BBC News,798,Ukraine,BBC,2023/12/13,1,,little to show from US tri,"['O', 'O', 'O', 'O', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'O', 'O']",0
112,Aid stalemate leaves Zelensky with little to show from US trip - BBC News,798,Ukraine,BBC,2023/12/13,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
315,"Airstrikes blast UN shelters, official says, as Israel announces complete encirclement of Gaza city",416,Palestine,CNN,2023/11/02,1,Airstrikes,blast UN shelters,"['B-CAUSE', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
315,"Airstrikes blast UN shelters, official says, as Israel announces complete encirclement of Gaza city",416,Palestine,CNN,2023/11/02,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
315,"Airstrikes blast UN shelters, official says, as Israel announces complete encirclement of Gaza city",416,Palestine,CNN,2023/11/02,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
131,Amid Israel’s attacks Gaza’s traumatised children need psychological aid,99,Palestine,Al Jazeera,2023/11/20,1,Israel’s attacks,Gaza’s traumatised children need psychological aid,"['O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT']",1
131,Amid Israel’s attacks Gaza’s traumatised children need psychological aid,99,Palestine,Al Jazeera,2023/11/20,1,Israel’s attacks Gaza’s,traumatised children need psychological aid,"['O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT']",1
131,Amid Israel’s attacks Gaza’s traumatised children need psychological aid,99,Palestine,Al Jazeera,2023/11/20,1,Amid Israel’s attacks,Gaza’s traumatised children need psychological aid,"['B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT']",1
172,Amnesty investigation claims US-made weapon used in two Israeli airstrikes in Gaza that killed 43 civilians,516,Palestine,CNN,2023/12/06,1,US-made weapon used in two Israeli airstrikes in Gaza,killed 43 civilians,"['O', 'O', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT']",1
172,Amnesty investigation claims US-made weapon used in two Israeli airstrikes in Gaza that killed 43 civilians,516,Palestine,CNN,2023/12/06,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
172,Amnesty investigation claims US-made weapon used in two Israeli airstrikes in Gaza that killed 43 civilians,516,Palestine,CNN,2023/12/06,1,US-made weapon used in two Israeli airstrikes in Gaza,killed 43 civilians,"['O', 'O', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT']",1
193,"Analysis: As Israel escalates Gaza war, its ‘kill-rate’ claims don’t add up",69,Palestine,Al Jazeera,2023/12/09,1,As Israel escalates Gaza war,its ‘kill-rate’ claims don’t add up,"['O', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT']",1
193,"Analysis: As Israel escalates Gaza war, its ‘kill-rate’ claims don’t add up",69,Palestine,Al Jazeera,2023/12/09,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
193,"Analysis: As Israel escalates Gaza war, its ‘kill-rate’ claims don’t add up",69,Palestine,Al Jazeera,2023/12/09,1,Israel escalates Gaza war,its ‘kill-rate’ claims don’t add up,"['O', 'O', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT']",1
322,Analysis: Does Israel’s land operation mean captives won’t be released?,65,Palestine,Al Jazeera,2023/10/27,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
322,Analysis: Does Israel’s land operation mean captives won’t be released?,65,Palestine,Al Jazeera,2023/10/27,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
322,Analysis: Does Israel’s land operation mean captives won’t be released?,65,Palestine,Al Jazeera,2023/10/27,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
113,Analysis: Has the US-led Red Sea force calmed shippers amid Houthi attacks?,166,Palestine,Al Jazeera,2023/12/25,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
113,Analysis: Has the US-led Red Sea force calmed shippers amid Houthi attacks?,166,Palestine,Al Jazeera,2023/12/25,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
113,Analysis: Has the US-led Red Sea force calmed shippers amid Houthi attacks?,166,Palestine,Al Jazeera,2023/12/25,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
263,Analysis: How long will Hezbollah’s Nasrallah hold back against Israel?,101,Palestine,Al Jazeera,2023/11/11,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
263,Analysis: How long will Hezbollah’s Nasrallah hold back against Israel?,101,Palestine,Al Jazeera,2023/11/11,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
263,Analysis: How long will Hezbollah’s Nasrallah hold back against Israel?,101,Palestine,Al Jazeera,2023/11/11,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
70,"Analysis: Propaganda, deception, and fake news in the Israel-Hamas conflict",79,Palestine,Al Jazeera,2023/10/14,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
70,"Analysis: Propaganda, deception, and fake news in the Israel-Hamas conflict",79,Palestine,Al Jazeera,2023/10/14,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
70,"Analysis: Propaganda, deception, and fake news in the Israel-Hamas conflict",79,Palestine,Al Jazeera,2023/10/14,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
11,Another 20 years for jailed Russian critic Navalny? What you should know,689,Ukraine,Al Jazeera,2023/08/03,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
11,Another 20 years for jailed Russian critic Navalny? What you should know,689,Ukraine,Al Jazeera,2023/08/03,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
11,Another 20 years for jailed Russian critic Navalny? What you should know,689,Ukraine,Al Jazeera,2023/08/03,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
200,Antony Blinken: On the US mission to stop Gaza igniting wider war - BBC News,402,Palestine,BBC,2024/01/08,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
200,Antony Blinken: On the US mission to stop Gaza igniting wider war - BBC News,402,Palestine,BBC,2024/01/08,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
200,Antony Blinken: On the US mission to stop Gaza igniting wider war - BBC News,402,Palestine,BBC,2024/01/08,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
274,Appeal to help West Yorkshire cardiologist trapped in Gaza - BBC News,325,Palestine,BBC,2023/11/08,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
274,Appeal to help West Yorkshire cardiologist trapped in Gaza - BBC News,325,Palestine,BBC,2023/11/08,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
274,Appeal to help West Yorkshire cardiologist trapped in Gaza - BBC News,325,Palestine,BBC,2023/11/08,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
324,Arab world condemns Al Jazeera journalist’s family killing in Israeli raid,38,Palestine,Al Jazeera,2023/10/26,1,journalist’s family killing in Israeli raid,Arab world condemns Al Jazeera,"['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE']",1
324,Arab world condemns Al Jazeera journalist’s family killing in Israeli raid,38,Palestine,Al Jazeera,2023/10/26,1,Israeli raid,Al Jazeera journalist’s family killing,"['O', 'O', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE']",1
324,Arab world condemns Al Jazeera journalist’s family killing in Israeli raid,38,Palestine,Al Jazeera,2023/10/26,1,Israeli raid,journalist’s family killing,"['O', 'O', 'O', 'O', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE']",1
103,Arnolfini gallery cancels Palestine film festival events - BBC News,405,Palestine,BBC,2023/11/22,1,,Arnolfini gallery cancels Palestine film festival events,"['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'O', 'O']",1
103,Arnolfini gallery cancels Palestine film festival events - BBC News,405,Palestine,BBC,2023/11/22,1,,cancels Palestine film festival events,"['O', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'O', 'O']",1
103,Arnolfini gallery cancels Palestine film festival events - BBC News,405,Palestine,BBC,2023/11/22,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
198,"As cracks emerge in Russia, US plots fresh sanctions to crank up pressure on Moscow",986,Ukraine,CNN,2023/08/24,1,cracks emerge in Russia,US plots fresh sanctions to crank up pressure on Moscow,"['O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT']",1
198,"As cracks emerge in Russia, US plots fresh sanctions to crank up pressure on Moscow",986,Ukraine,CNN,2023/08/24,1,cracks emerge in Russia,US plots fresh sanctions to crank up pressure on Moscow,"['O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT']",1
198,"As cracks emerge in Russia, US plots fresh sanctions to crank up pressure on Moscow",986,Ukraine,CNN,2023/08/24,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
55,"Assad forces target crowded market, kill two: Syria’s White Helmets",109,Palestine,Al Jazeera,2023/12/31,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
55,"Assad forces target crowded market, kill two: Syria’s White Helmets",109,Palestine,Al Jazeera,2023/12/31,1,Assad forces target crowded market,kill two,"['B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'O', 'B-EFFECT', 'I-EFFECT', 'O', 'O', 'O', 'O', 'O']",1
55,"Assad forces target crowded market, kill two: Syria’s White Helmets",109,Palestine,Al Jazeera,2023/12/31,1,Assad forces target crowded market,kill two,"['B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'O', 'B-EFFECT', 'I-EFFECT', 'O', 'O', 'O', 'O', 'O']",1
137,"At least nine Palestinians, two Israelis killed in West Bank violence",200,Palestine,Al Jazeera,2024/01/07,1,West Bank violence,"At least nine Palestinians, two Israelis killed","['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE']",1
137,"At least nine Palestinians, two Israelis killed in West Bank violence",200,Palestine,Al Jazeera,2024/01/07,1,West Bank violence,"At least nine Palestinians, two Israelis killed","['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE']",1
137,"At least nine Palestinians, two Israelis killed in West Bank violence",200,Palestine,Al Jazeera,2024/01/07,1,West Bank violence,"At least nine Palestinians, two Israelis killed","['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE']",1
12,Austin says US support for Israel unshakeable as Gaza ceasefire calls grow,145,Palestine,Al Jazeera,2023/12/18,1,as Gaza ceasefire calls grow,Austin says US support for Israel unshakeable,"['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE']",1
12,Austin says US support for Israel unshakeable as Gaza ceasefire calls grow,145,Palestine,Al Jazeera,2023/12/18,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
12,Austin says US support for Israel unshakeable as Gaza ceasefire calls grow,145,Palestine,Al Jazeera,2023/12/18,1,Gaza ceasefire calls grow,Austin says US support for Israel unshakeable,"['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE']",1
130,Australia to deploy surveillance aircraft to assist Ukraine,569,Ukraine,Al Jazeera,2023/07/11,1,Australia to deploy surveillance aircraft,to assist Ukraine,"['B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT']",1
130,Australia to deploy surveillance aircraft to assist Ukraine,569,Ukraine,Al Jazeera,2023/07/11,1,assist Ukraine,deploy surveillance aircraft,"['O', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE']",1
130,Australia to deploy surveillance aircraft to assist Ukraine,569,Ukraine,Al Jazeera,2023/07/11,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1
222,Australian Open 2024 results: Qualifier Dayana Yastremska to face Zheng Qinwen in semi-finals - BBC Sport,885,Ukraine,BBC,2024/01/24,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
222,Australian Open 2024 results: Qualifier Dayana Yastremska to face Zheng Qinwen in semi-finals - BBC Sport,885,Ukraine,BBC,2024/01/24,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
222,Australian Open 2024 results: Qualifier Dayana Yastremska to face Zheng Qinwen in semi-finals - BBC Sport,885,Ukraine,BBC,2024/01/24,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
127,BBC reporter in Gaza: People here are traumatised and exhausted - BBC News,298,Palestine,BBC,2023/12/06,1,,People here are traumatised and exhausted,"['O', 'O', 'O', 'O', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'O', 'O']",0
127,BBC reporter in Gaza: People here are traumatised and exhausted - BBC News,298,Palestine,BBC,2023/12/06,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
127,BBC reporter in Gaza: People here are traumatised and exhausted - BBC News,298,Palestine,BBC,2023/12/06,0,,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",0
174,BP pauses all Red Sea shipments after rebel attacks - BBC News,268,Palestine,BBC,2023/12/18,1,rebel attacks,BP pauses all Red Sea shipments,"['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE', 'O', 'O', 'O']",1
